Imagem,Descrição,Probabilidade
ADE_val_00001696.jpg,Brown Primary odor,0.0201
ADE_val_00001696.jpg,Building materials & construction Primary odor,0.0193
ADE_val_00001715.jpg,Cleaning materials Primary odor,0.1975
ADE_val_00001715.jpg,Clean Primary odor,0.0382
ADE_val_00001715.jpg,Wine Primary odor,0.0317
ADE_val_00001715.jpg,Building materials & construction Primary odor,0.0250
ADE_val_00001715.jpg,Foul Primary odor,0.0240
ADE_val_00001715.jpg,Restaurant Primary odor,0.0233
ADE_val_00001715.jpg,Balsamic Primary odor,0.0232
ADE_val_00001715.jpg,Characteristic Primary odor,0.0206
ADE_val_00001715.jpg,Human Perception Primary odor,0.0205
ADE_val_00001715.jpg,Ylang Primary odor,0.0200
ADE_val_00001725.jpg,Fuel/ Gas Station/ Solvent Primary odor,0.2068
ADE_val_00001725.jpg,Cleaning materials Primary odor,0.1041
ADE_val_00001725.jpg,Industrial odours Primary odor,0.0810
ADE_val_00001725.jpg,Coal tar Primary odor,0.0334
ADE_val_00001725.jpg,Building materials & construction Primary odor,0.0300
ADE_val_00001725.jpg,Fecal/ Sewery Primary odor,0.0235
ADE_val_00001725.jpg,Medicinal/ Phenolic Primary odor,0.0222
ADE_val_00001725.jpg,Aromatic Primary odor,0.0170
ADE_val_00001725.jpg,Restaurant Primary odor,0.0168
ADE_val_00001725.jpg,People & animals Primary odor,0.0154
ADE_val_00001737.jpg,Building materials & construction Primary odor,0.4495
ADE_val_00001737.jpg,Waste Water Primary odor,0.1075
ADE_val_00001737.jpg,Microbiological Primary odor,0.0694
ADE_val_00001737.jpg,Waste Primary odor,0.0685
ADE_val_00001737.jpg,Synthetic Primary odor,0.0159
ADE_val_00001737.jpg,Microbial Primary odor,0.0155
ADE_val_00001737.jpg,Non-vegetarian Primary odor,0.0126
ADE_val_00001737.jpg,Hircine Primary odor,0.0123
ADE_val_00001737.jpg,Dry fruit Primary odor,0.0112
ADE_val_00001737.jpg,Compost Primary odor,0.0110
ADE_val_00001783.jpg,City Smell Primary odor,0.1193
ADE_val_00001783.jpg,Characteristic Primary odor,0.0582
ADE_val_00001783.jpg,Microbiological Primary odor,0.0429
ADE_val_00001783.jpg,Brown Primary odor,0.0428
ADE_val_00001783.jpg,Hircine Primary odor,0.0375
ADE_val_00001783.jpg,Waxy Primary odor,0.0333
ADE_val_00001783.jpg,Ambrosial Primary odor,0.0266
ADE_val_00001783.jpg,Alliaceous Primary odor,0.0258
ADE_val_00001783.jpg,Synthetic Primary odor,0.0248
ADE_val_00001783.jpg,Traffic emissions Primary odor,0.0241
ADE_val_00001790.jpg,City Smell Primary odor,0.4468
ADE_val_00001790.jpg,Traffic emissions Primary odor,0.1523
ADE_val_00001790.jpg,Fragrance Primary odor,0.0369
ADE_val_00001790.jpg,Characteristic Primary odor,0.0342
ADE_val_00001790.jpg,Perfumes Primary odor,0.0297
ADE_val_00001790.jpg,Human Perception Primary odor,0.0286
ADE_val_00001790.jpg,Synthetic Primary odor,0.0272
ADE_val_00001790.jpg,Microbiological Primary odor,0.0266
ADE_val_00001790.jpg,People & animals Primary odor,0.0244
ADE_val_00001790.jpg,Alliaceous Primary odor,0.0150
ADE_val_00001793.jpg,City Smell Primary odor,0.3033
ADE_val_00001793.jpg,Traffic emissions Primary odor,0.2756
ADE_val_00001793.jpg,Microbiological Primary odor,0.0502
ADE_val_00001793.jpg,Vegetation Primary odor,0.0303
ADE_val_00001793.jpg,Characteristic Primary odor,0.0203
ADE_val_00001793.jpg,Alliaceous Primary odor,0.0171
ADE_val_00001793.jpg,Aromatic Primary odor,0.0156
ADE_val_00001793.jpg,Industrial odours Primary odor,0.0139
ADE_val_00001793.jpg,Perfumes Primary odor,0.0114
ADE_val_00001793.jpg,Fragrance Primary odor,0.0110
ADE_val_00001802.jpg,City Smell Primary odor,0.7609
ADE_val_00001802.jpg,Microbiological Primary odor,0.0361
ADE_val_00001802.jpg,Urban Odor Primary odor,0.0141
ADE_val_00001802.jpg,Drinking Water Primary odor,0.0105
ADE_val_00001802.jpg,Waste Water Primary odor,0.0088
ADE_val_00001802.jpg,Synthetic Primary odor,0.0087
ADE_val_00001802.jpg,People & animals Primary odor,0.0086
ADE_val_00001802.jpg,Characteristic Primary odor,0.0086
ADE_val_00001802.jpg,Human Perception Primary odor,0.0072
ADE_val_00001802.jpg,Citrus Primary odor,0.0066
ADE_val_00001812.jpg,City Smell Primary odor,0.0746
ADE_val_00001812.jpg,Brown Primary odor,0.0439
ADE_val_00001812.jpg,Fecal/ Sewery Primary odor,0.0435
ADE_val_00001812.jpg,Building materials & construction Primary odor,0.0352
ADE_val_00001812.jpg,Traffic emissions Primary odor,0.0297
ADE_val_00001812.jpg,Coal tar Primary odor,0.0291
ADE_val_00001812.jpg,Urban Odor Primary odor,0.0286
ADE_val_00001812.jpg,Fuel/ Gas Station/ Solvent Primary odor,0.0247
ADE_val_00001812.jpg,Rotten Primary odor,0.0243
ADE_val_00001812.jpg,Characteristic Primary odor,0.0242
ADE_val_00001822.jpg,City Smell Primary odor,0.6340
ADE_val_00001822.jpg,Human Perception Primary odor,0.0462
ADE_val_00001822.jpg,Characteristic Primary odor,0.0351
ADE_val_00001822.jpg,Traffic emissions Primary odor,0.0249
ADE_val_00001822.jpg,People & animals Primary odor,0.0214
ADE_val_00001822.jpg,Non-food items Primary odor,0.0165
ADE_val_00001822.jpg,Urban Odor Primary odor,0.0141
ADE_val_00001822.jpg,Microbiological Primary odor,0.0132
ADE_val_00001822.jpg,Coal tar Primary odor,0.0131
ADE_val_00001822.jpg,Synthetic Primary odor,0.0116
ADE_val_00001832.jpg,City Smell Primary odor,0.6176
ADE_val_00001832.jpg,Traffic emissions Primary odor,0.1290
ADE_val_00001832.jpg,Fecal/ Sewery Primary odor,0.0344
ADE_val_00001832.jpg,Urban Odor Primary odor,0.0142
ADE_val_00001832.jpg,Microbiological Primary odor,0.0105
ADE_val_00001832.jpg,Characteristic Primary odor,0.0087
ADE_val_00001832.jpg,People & animals Primary odor,0.0075
ADE_val_00001832.jpg,Alliaceous Primary odor,0.0067
ADE_val_00001832.jpg,Brown Primary odor,0.0063
ADE_val_00001832.jpg,Non-food items Primary odor,0.0062
ADE_val_00001841.jpg,City Smell Primary odor,0.2927
ADE_val_00001841.jpg,Traffic emissions Primary odor,0.1171
ADE_val_00001841.jpg,Microbiological Primary odor,0.0557
ADE_val_00001841.jpg,Perfumes Primary odor,0.0534
ADE_val_00001841.jpg,Characteristic Primary odor,0.0475
ADE_val_00001841.jpg,Hircine Primary odor,0.0287
ADE_val_00001841.jpg,Fragrance Primary odor,0.0236
ADE_val_00001841.jpg,Waste Water Primary odor,0.0236
ADE_val_00001841.jpg,Industrial odours Primary odor,0.0196
ADE_val_00001841.jpg,Aromatic Primary odor,0.0159
ADE_val_00001842.jpg,City Smell Primary odor,0.1585
ADE_val_00001842.jpg,Restaurant Primary odor,0.0836
ADE_val_00001842.jpg,Traffic emissions Primary odor,0.0707
ADE_val_00001842.jpg,Characteristic Primary odor,0.0541
ADE_val_00001842.jpg,Microbiological Primary odor,0.0506
ADE_val_00001842.jpg,Alliaceous Primary odor,0.0307
ADE_val_00001842.jpg,Ambrosial Primary odor,0.0264
ADE_val_00001842.jpg,Hircine Primary odor,0.0248
ADE_val_00001842.jpg,Mossy woods Primary odor,0.0228
ADE_val_00001842.jpg,Human Perception Primary odor,0.0227
ADE_val_00001851.jpg,Ambrosial Primary odor,0.0778
ADE_val_00001851.jpg,Restaurant Primary odor,0.0660
ADE_val_00001851.jpg,Hircine Primary odor,0.0656
ADE_val_00001851.jpg,Aromatic Primary odor,0.0475
ADE_val_00001851.jpg,Characteristic Primary odor,0.0455
ADE_val_00001851.jpg,Microbiological Primary odor,0.0422
ADE_val_00001851.jpg,Citrus Primary odor,0.0395
ADE_val_00001851.jpg,City Smell Primary odor,0.0364
ADE_val_00001851.jpg,Wine Primary odor,0.0255
ADE_val_00001851.jpg,Balsamic Primary odor,0.0253
ADE_val_00001880.jpg,Perfumes Primary odor,0.0832
ADE_val_00001880.jpg,Ylang Primary odor,0.0668
ADE_val_00001880.jpg,Waste Water Primary odor,0.0588
ADE_val_00001880.jpg,Hircine Primary odor,0.0533
ADE_val_00001880.jpg,Restaurant Primary odor,0.0459
ADE_val_00001880.jpg,Water Primary odor,0.0351
ADE_val_00001880.jpg,Industrial odours Primary odor,0.0334
ADE_val_00001880.jpg,Synthetic Primary odor,0.0330
ADE_val_00001880.jpg,Fragrance Primary odor,0.0304
ADE_val_00001880.jpg,Drinking Water Primary odor,0.0292
ADE_val_00001895.jpg,Vegetation Primary odor,0.1060
ADE_val_00001895.jpg,Medicinal/ Phenolic Primary odor,0.0927
ADE_val_00001895.jpg,Plants Primary odor,0.0834
ADE_val_00001895.jpg,Dry fruit Primary odor,0.0570
ADE_val_00001895.jpg,Citrus Primary odor,0.0556
ADE_val_00001895.jpg,Herbaceous Primary odor,0.0424
ADE_val_00001895.jpg,Ylang Primary odor,0.0416
ADE_val_00001895.jpg,Fragrant/ Fruity Primary odor,0.0381
ADE_val_00001895.jpg,City Smell Primary odor,0.0376
ADE_val_00001895.jpg,Ripe/ Unripe Primary odor,0.0253
ADE_val_00001909.jpg,Cleaning materials Primary odor,0.1798
ADE_val_00001909.jpg,Plants Primary odor,0.0567
ADE_val_00001909.jpg,Ylang Primary odor,0.0528
ADE_val_00001909.jpg,Industrial odours Primary odor,0.0414
ADE_val_00001909.jpg,Dry fruit Primary odor,0.0405
ADE_val_00001909.jpg,Coal tar Primary odor,0.0305
ADE_val_00001909.jpg,Aromatic Primary odor,0.0286
ADE_val_00001909.jpg,Vegetation Primary odor,0.0264
ADE_val_00001909.jpg,Building materials & construction Primary odor,0.0258
ADE_val_00001909.jpg,Fragrance Primary odor,0.0250
ADE_val_00001929.jpg,Cleaning materials Primary odor,0.1846
ADE_val_00001929.jpg,Industrial odours Primary odor,0.1749
ADE_val_00001929.jpg,Building materials & construction Primary odor,0.1314
ADE_val_00001929.jpg,Fuel/ Gas Station/ Solvent Primary odor,0.0972
ADE_val_00001929.jpg,Synthetic Primary odor,0.0511
ADE_val_00001929.jpg,Solvent/ Hydrocarbon Primary odor,0.0271
ADE_val_00001929.jpg,Waste Water Primary odor,0.0259
ADE_val_00001929.jpg,Non-food items Primary odor,0.0157
ADE_val_00001929.jpg,Restaurant Primary odor,0.0144
ADE_val_00001929.jpg,Fecal/ Sewery Primary odor,0.0142
ADE_val_00001947.jpg,Waxy Primary odor,0.1319
ADE_val_00001947.jpg,Waste Water Primary odor,0.1235
ADE_val_00001947.jpg,Dry woods Primary odor,0.0939
ADE_val_00001947.jpg,Mossy woods Primary odor,0.0866
ADE_val_00001947.jpg,Ambrosial Primary odor,0.0536
ADE_val_00001947.jpg,Woody Primary odor,0.0392
ADE_val_00001947.jpg,Brown Primary odor,0.0374
ADE_val_00001947.jpg,Building materials & construction Primary odor,0.0317
ADE_val_00001947.jpg,Microbiological Primary odor,0.0208
ADE_val_00001947.jpg,Waste Primary odor,0.0200
ADE_val_00001978.jpg,City Smell Primary odor,0.1784
ADE_val_00001978.jpg,Drinking Water Primary odor,0.1237
ADE_val_00001978.jpg,Water Primary odor,0.0537
ADE_val_00001978.jpg,People & animals Primary odor,0.0423
ADE_val_00001978.jpg,Waste Water Primary odor,0.0321
ADE_val_00001978.jpg,Fishy/ Rancid Primary odor,0.0235
ADE_val_00001978.jpg,Cleaning materials Primary odor,0.0229
ADE_val_00001978.jpg,Coal tar Primary odor,0.0212
ADE_val_00001978.jpg,Fecal/ Sewery Primary odor,0.0202
ADE_val_00001978.jpg,Human Perception Primary odor,0.0196
labelme_bxvctltntrtinjf.jpg,City Smell Primary odor,0.1193
labelme_bxvctltntrtinjf.jpg,Characteristic Primary odor,0.0582
labelme_bxvctltntrtinjf.jpg,Microbiological Primary odor,0.0429
labelme_bxvctltntrtinjf.jpg,Brown Primary odor,0.0428
labelme_bxvctltntrtinjf.jpg,Hircine Primary odor,0.0375
labelme_bxvctltntrtinjf.jpg,Waxy Primary odor,0.0333
labelme_bxvctltntrtinjf.jpg,Ambrosial Primary odor,0.0266
labelme_bxvctltntrtinjf.jpg,Alliaceous Primary odor,0.0258
labelme_bxvctltntrtinjf.jpg,Synthetic Primary odor,0.0248
labelme_bxvctltntrtinjf.jpg,Traffic emissions Primary odor,0.0241
labelme_dfmtscjlgpxnxvg.jpg,Fuel/ Gas Station/ Solvent Primary odor,0.1872
labelme_dfmtscjlgpxnxvg.jpg,Traffic emissions Primary odor,0.1477
labelme_dfmtscjlgpxnxvg.jpg,Fecal/ Sewery Primary odor,0.0427
labelme_dfmtscjlgpxnxvg.jpg,Coal tar Primary odor,0.0423
labelme_dfmtscjlgpxnxvg.jpg,Chemical/ Hydrocarbon Primary odor,0.0326
labelme_dfmtscjlgpxnxvg.jpg,Non-food items Primary odor,0.0268
labelme_dfmtscjlgpxnxvg.jpg,Characteristic Primary odor,0.0260
labelme_dfmtscjlgpxnxvg.jpg,Human Perception Primary odor,0.0207
labelme_dfmtscjlgpxnxvg.jpg,City Smell Primary odor,0.0180
labelme_dfmtscjlgpxnxvg.jpg,Brown Primary odor,0.0151
labelme_dvkvazcsyvkumig.jpg,City Smell Primary odor,0.4364
labelme_dvkvazcsyvkumig.jpg,Traffic emissions Primary odor,0.1557
labelme_dvkvazcsyvkumig.jpg,Fragrance Primary odor,0.0395
labelme_dvkvazcsyvkumig.jpg,Characteristic Primary odor,0.0355
labelme_dvkvazcsyvkumig.jpg,Perfumes Primary odor,0.0328
labelme_dvkvazcsyvkumig.jpg,Human Perception Primary odor,0.0295
labelme_dvkvazcsyvkumig.jpg,Microbiological Primary odor,0.0288
labelme_dvkvazcsyvkumig.jpg,Synthetic Primary odor,0.0288
labelme_dvkvazcsyvkumig.jpg,People & animals Primary odor,0.0247
labelme_dvkvazcsyvkumig.jpg,Alliaceous Primary odor,0.0147
labelme_fbpgpaxesdmtnqy.jpg,City Smell Primary odor,0.3228
labelme_fbpgpaxesdmtnqy.jpg,Traffic emissions Primary odor,0.2635
labelme_fbpgpaxesdmtnqy.jpg,Microbiological Primary odor,0.0493
labelme_fbpgpaxesdmtnqy.jpg,Vegetation Primary odor,0.0292
labelme_fbpgpaxesdmtnqy.jpg,Characteristic Primary odor,0.0188
labelme_fbpgpaxesdmtnqy.jpg,Alliaceous Primary odor,0.0169
labelme_fbpgpaxesdmtnqy.jpg,Aromatic Primary odor,0.0152
labelme_fbpgpaxesdmtnqy.jpg,Industrial odours Primary odor,0.0134
labelme_fbpgpaxesdmtnqy.jpg,Perfumes Primary odor,0.0111
labelme_fbpgpaxesdmtnqy.jpg,Fragrance Primary odor,0.0100
labelme_hueaxalkegppjob.jpg,City Smell Primary odor,0.7517
labelme_hueaxalkegppjob.jpg,Microbiological Primary odor,0.0415
labelme_hueaxalkegppjob.jpg,Urban Odor Primary odor,0.0141
labelme_hueaxalkegppjob.jpg,Drinking Water Primary odor,0.0107
labelme_hueaxalkegppjob.jpg,People & animals Primary odor,0.0099
labelme_hueaxalkegppjob.jpg,Waste Water Primary odor,0.0098
labelme_hueaxalkegppjob.jpg,Synthetic Primary odor,0.0097
labelme_hueaxalkegppjob.jpg,Characteristic Primary odor,0.0079
labelme_hueaxalkegppjob.jpg,Citrus Primary odor,0.0077
labelme_hueaxalkegppjob.jpg,Traffic emissions Primary odor,0.0070
labelme_ksbcdzlsogcuudh.jpg,Hircine Primary odor,0.0640
labelme_ksbcdzlsogcuudh.jpg,Characteristic Primary odor,0.0503
labelme_ksbcdzlsogcuudh.jpg,Ammonia Primary odor,0.0455
labelme_ksbcdzlsogcuudh.jpg,Human Perception Primary odor,0.0443
labelme_ksbcdzlsogcuudh.jpg,Alliaceous Primary odor,0.0402
labelme_ksbcdzlsogcuudh.jpg,Ambrosial Primary odor,0.0396
labelme_ksbcdzlsogcuudh.jpg,Microbiological Primary odor,0.0371
labelme_ksbcdzlsogcuudh.jpg,Non-vegetarian Primary odor,0.0329
labelme_ksbcdzlsogcuudh.jpg,Waste Water Primary odor,0.0305
labelme_ksbcdzlsogcuudh.jpg,Fishy/ Ammonia Primary odor,0.0261
labelme_kvyxvreglagziop.jpg,City Smell Primary odor,0.0756
labelme_kvyxvreglagziop.jpg,Fecal/ Sewery Primary odor,0.0437
labelme_kvyxvreglagziop.jpg,Brown Primary odor,0.0419
labelme_kvyxvreglagziop.jpg,Building materials & construction Primary odor,0.0377
labelme_kvyxvreglagziop.jpg,Urban Odor Primary odor,0.0311
labelme_kvyxvreglagziop.jpg,Traffic emissions Primary odor,0.0284
labelme_kvyxvreglagziop.jpg,Fuel/ Gas Station/ Solvent Primary odor,0.0284
labelme_kvyxvreglagziop.jpg,Coal tar Primary odor,0.0264
labelme_kvyxvreglagziop.jpg,Grassy/ Woody Primary odor,0.0244
labelme_kvyxvreglagziop.jpg,Rotten Primary odor,0.0242
labelme_nxqdbafndbozeee.jpg,City Smell Primary odor,0.6387
labelme_nxqdbafndbozeee.jpg,Human Perception Primary odor,0.0454
labelme_nxqdbafndbozeee.jpg,Characteristic Primary odor,0.0342
labelme_nxqdbafndbozeee.jpg,Traffic emissions Primary odor,0.0261
labelme_nxqdbafndbozeee.jpg,People & animals Primary odor,0.0210
labelme_nxqdbafndbozeee.jpg,Non-food items Primary odor,0.0164
labelme_nxqdbafndbozeee.jpg,Urban Odor Primary odor,0.0134
labelme_nxqdbafndbozeee.jpg,Coal tar Primary odor,0.0133
labelme_nxqdbafndbozeee.jpg,Microbiological Primary odor,0.0130
labelme_nxqdbafndbozeee.jpg,Synthetic Primary odor,0.0109
labelme_rbjlgswhtdvdpju.jpg,City Smell Primary odor,0.6147
labelme_rbjlgswhtdvdpju.jpg,Traffic emissions Primary odor,0.1272
labelme_rbjlgswhtdvdpju.jpg,Fecal/ Sewery Primary odor,0.0318
labelme_rbjlgswhtdvdpju.jpg,Urban Odor Primary odor,0.0166
labelme_rbjlgswhtdvdpju.jpg,Microbiological Primary odor,0.0109
labelme_rbjlgswhtdvdpju.jpg,Characteristic Primary odor,0.0099
labelme_rbjlgswhtdvdpju.jpg,People & animals Primary odor,0.0072
labelme_rbjlgswhtdvdpju.jpg,Alliaceous Primary odor,0.0071
labelme_rbjlgswhtdvdpju.jpg,Brown Primary odor,0.0067
labelme_rbjlgswhtdvdpju.jpg,Non-food items Primary odor,0.0062
labelme_teeducufjdaxjgm.jpg,Waste Water Primary odor,0.0869
labelme_teeducufjdaxjgm.jpg,Coal tar Primary odor,0.0757
labelme_teeducufjdaxjgm.jpg,Hircine Primary odor,0.0594
labelme_teeducufjdaxjgm.jpg,Microbiological Primary odor,0.0553
labelme_teeducufjdaxjgm.jpg,Building materials & construction Primary odor,0.0516
labelme_teeducufjdaxjgm.jpg,Ammonia Primary odor,0.0490
labelme_teeducufjdaxjgm.jpg,Industrial odours Primary odor,0.0408
labelme_teeducufjdaxjgm.jpg,Chemical/ Hydrocarbon Primary odor,0.0337
labelme_teeducufjdaxjgm.jpg,Grassy/ Woody Primary odor,0.0266
labelme_teeducufjdaxjgm.jpg,Characteristic Primary odor,0.0257
labelme_uajxqteglcbqwaw.jpg,City Smell Primary odor,0.2946
labelme_uajxqteglcbqwaw.jpg,Traffic emissions Primary odor,0.1112
labelme_uajxqteglcbqwaw.jpg,Microbiological Primary odor,0.0605
labelme_uajxqteglcbqwaw.jpg,Perfumes Primary odor,0.0520
labelme_uajxqteglcbqwaw.jpg,Characteristic Primary odor,0.0505
labelme_uajxqteglcbqwaw.jpg,Hircine Primary odor,0.0265
labelme_uajxqteglcbqwaw.jpg,Waste Water Primary odor,0.0239
labelme_uajxqteglcbqwaw.jpg,Fragrance Primary odor,0.0226
labelme_uajxqteglcbqwaw.jpg,Industrial odours Primary odor,0.0184
labelme_uajxqteglcbqwaw.jpg,Aromatic Primary odor,0.0161
labelme_uiegyqlthmrvvmt.jpg,Traffic emissions Primary odor,0.5603
labelme_uiegyqlthmrvvmt.jpg,Microbiological Primary odor,0.0507
labelme_uiegyqlthmrvvmt.jpg,Coal tar Primary odor,0.0346
labelme_uiegyqlthmrvvmt.jpg,Industrial odours Primary odor,0.0344
labelme_uiegyqlthmrvvmt.jpg,Aromatic Primary odor,0.0320
labelme_uiegyqlthmrvvmt.jpg,City Smell Primary odor,0.0282
labelme_uiegyqlthmrvvmt.jpg,Characteristic Primary odor,0.0278
labelme_uiegyqlthmrvvmt.jpg,Synthetic Primary odor,0.0150
labelme_uiegyqlthmrvvmt.jpg,Medicinal/ Phenolic Primary odor,0.0116
labelme_uiegyqlthmrvvmt.jpg,Vegetation Primary odor,0.0105
labelme_ukezunjodtimqkc.jpg,City Smell Primary odor,0.1564
labelme_ukezunjodtimqkc.jpg,Restaurant Primary odor,0.0963
labelme_ukezunjodtimqkc.jpg,Traffic emissions Primary odor,0.0715
labelme_ukezunjodtimqkc.jpg,Characteristic Primary odor,0.0471
labelme_ukezunjodtimqkc.jpg,Microbiological Primary odor,0.0460
labelme_ukezunjodtimqkc.jpg,Alliaceous Primary odor,0.0283
labelme_ukezunjodtimqkc.jpg,Mossy woods Primary odor,0.0257
labelme_ukezunjodtimqkc.jpg,Ambrosial Primary odor,0.0248
labelme_ukezunjodtimqkc.jpg,Human Perception Primary odor,0.0232
labelme_ukezunjodtimqkc.jpg,Hircine Primary odor,0.0229
labelme_xewvmwvhbbexpwl.jpg,Ambrosial Primary odor,0.0751
labelme_xewvmwvhbbexpwl.jpg,Restaurant Primary odor,0.0701
labelme_xewvmwvhbbexpwl.jpg,Hircine Primary odor,0.0644
labelme_xewvmwvhbbexpwl.jpg,Aromatic Primary odor,0.0471
labelme_xewvmwvhbbexpwl.jpg,Characteristic Primary odor,0.0448
labelme_xewvmwvhbbexpwl.jpg,Microbiological Primary odor,0.0445
labelme_xewvmwvhbbexpwl.jpg,Citrus Primary odor,0.0392
labelme_xewvmwvhbbexpwl.jpg,City Smell Primary odor,0.0391
labelme_xewvmwvhbbexpwl.jpg,Wine Primary odor,0.0265
labelme_xewvmwvhbbexpwl.jpg,Balsamic Primary odor,0.0254
labelme_xthqmdozlpcfeah.jpg,Fuel/ Gas Station/ Solvent Primary odor,0.2365
labelme_xthqmdozlpcfeah.jpg,Coal tar Primary odor,0.2067
labelme_xthqmdozlpcfeah.jpg,Fecal/ Sewery Primary odor,0.0587
labelme_xthqmdozlpcfeah.jpg,Waste Water Primary odor,0.0453
labelme_xthqmdozlpcfeah.jpg,Cleaning materials Primary odor,0.0384
labelme_xthqmdozlpcfeah.jpg,Restaurant Primary odor,0.0291
labelme_xthqmdozlpcfeah.jpg,Industrial odours Primary odor,0.0251
labelme_xthqmdozlpcfeah.jpg,City Smell Primary odor,0.0209
labelme_xthqmdozlpcfeah.jpg,Building materials & construction Primary odor,0.0199
labelme_xthqmdozlpcfeah.jpg,Brown Primary odor,0.0194
sun_aaafnwawebvhgkpx.jpg,Restaurant Primary odor,0.1044
sun_aaafnwawebvhgkpx.jpg,Bakery Primary odor,0.0506
sun_aaafnwawebvhgkpx.jpg,Balsamic Primary odor,0.0454
sun_aaafnwawebvhgkpx.jpg,Synthetic Primary odor,0.0352
sun_aaafnwawebvhgkpx.jpg,Ambrosial Primary odor,0.0271
sun_aaafnwawebvhgkpx.jpg,Popcorn Primary odor,0.0263
sun_aaafnwawebvhgkpx.jpg,Hircine Primary odor,0.0247
sun_aaafnwawebvhgkpx.jpg,Chocolate Primary odor,0.0239
sun_aaafnwawebvhgkpx.jpg,Fragrance Primary odor,0.0217
sun_aaafnwawebvhgkpx.jpg,Grains Primary odor,0.0206
sun_aaeixvafoltxhilv.jpg,Restaurant Primary odor,0.4412
sun_aaeixvafoltxhilv.jpg,Cleaning materials Primary odor,0.0349
sun_aaeixvafoltxhilv.jpg,Non-food items Primary odor,0.0326
sun_aaeixvafoltxhilv.jpg,Microbiological Primary odor,0.0241
sun_aaeixvafoltxhilv.jpg,Grains Primary odor,0.0240
sun_aaeixvafoltxhilv.jpg,Wine Primary odor,0.0215
sun_aaeixvafoltxhilv.jpg,Food Primary odor,0.0202
sun_aaeixvafoltxhilv.jpg,Building materials & construction Primary odor,0.0184
sun_aaeixvafoltxhilv.jpg,Perfumes Primary odor,0.0174
sun_aaeixvafoltxhilv.jpg,Foul Primary odor,0.0173
sun_aajqjnzswlmdcmyl.jpg,City Smell Primary odor,0.3071
sun_aajqjnzswlmdcmyl.jpg,Traffic emissions Primary odor,0.1050
sun_aajqjnzswlmdcmyl.jpg,Fecal/ Sewery Primary odor,0.0478
sun_aajqjnzswlmdcmyl.jpg,Building materials & construction Primary odor,0.0269
sun_aajqjnzswlmdcmyl.jpg,Synthetic Primary odor,0.0264
sun_aajqjnzswlmdcmyl.jpg,Cleaning materials Primary odor,0.0264
sun_aajqjnzswlmdcmyl.jpg,Fuel/ Gas Station/ Solvent Primary odor,0.0227
sun_aajqjnzswlmdcmyl.jpg,Industrial odours Primary odor,0.0221
sun_aajqjnzswlmdcmyl.jpg,Microbiological Primary odor,0.0218
sun_aajqjnzswlmdcmyl.jpg,Non-food items Primary odor,0.0213
sun_abjkbiowonmjypvw.jpg,Coal tar Primary odor,0.0691
sun_abjkbiowonmjypvw.jpg,Grassy/ Woody Primary odor,0.0467
sun_abjkbiowonmjypvw.jpg,Woody Primary odor,0.0458
sun_abjkbiowonmjypvw.jpg,Earthy/ Musty/ Moldy Primary odor,0.0320
sun_abjkbiowonmjypvw.jpg,Characteristic Primary odor,0.0302
sun_abjkbiowonmjypvw.jpg,Brown Primary odor,0.0298
sun_abjkbiowonmjypvw.jpg,Waste Water Primary odor,0.0265
sun_abjkbiowonmjypvw.jpg,Nature Primary odor,0.0253
sun_abjkbiowonmjypvw.jpg,Dry woods Primary odor,0.0191
sun_abjkbiowonmjypvw.jpg,Other Primary odor,0.0182
sun_abjkyoaboisttjmi.jpg,Perfumes Primary odor,0.0832
sun_abjkyoaboisttjmi.jpg,Ylang Primary odor,0.0668
sun_abjkyoaboisttjmi.jpg,Waste Water Primary odor,0.0588
sun_abjkyoaboisttjmi.jpg,Hircine Primary odor,0.0533
sun_abjkyoaboisttjmi.jpg,Restaurant Primary odor,0.0459
sun_abjkyoaboisttjmi.jpg,Water Primary odor,0.0351
sun_abjkyoaboisttjmi.jpg,Industrial odours Primary odor,0.0334
sun_abjkyoaboisttjmi.jpg,Synthetic Primary odor,0.0330
sun_abjkyoaboisttjmi.jpg,Fragrance Primary odor,0.0304
sun_abjkyoaboisttjmi.jpg,Drinking Water Primary odor,0.0292
sun_abptkhloebztzify.jpg,Cleaning materials Primary odor,0.0870
sun_abptkhloebztzify.jpg,Marshy/ Septic/ Sulphurous Primary odor,0.0694
sun_abptkhloebztzify.jpg,Building materials & construction Primary odor,0.0400
sun_abptkhloebztzify.jpg,Aromatic Primary odor,0.0353
sun_abptkhloebztzify.jpg,Woody/ Resinous Primary odor,0.0335
sun_abptkhloebztzify.jpg,Characteristic Primary odor,0.0314
sun_abptkhloebztzify.jpg,Mossy woods Primary odor,0.0304
sun_abptkhloebztzify.jpg,Dry woods Primary odor,0.0259
sun_abptkhloebztzify.jpg,Fecal/ Sewery Primary odor,0.0249
sun_abptkhloebztzify.jpg,Medicinal/ Alcohol Primary odor,0.0219
sun_acdlgczjpwkeuvgy.jpg,Cleaning materials Primary odor,0.4456
sun_acdlgczjpwkeuvgy.jpg,Non-food items Primary odor,0.0882
sun_acdlgczjpwkeuvgy.jpg,Building materials & construction Primary odor,0.0483
sun_acdlgczjpwkeuvgy.jpg,Ripe/ Unripe Primary odor,0.0245
sun_acdlgczjpwkeuvgy.jpg,Restaurant Primary odor,0.0218
sun_acdlgczjpwkeuvgy.jpg,Fecal/ Sewery Primary odor,0.0152
